season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,hour,day,month,year
3,0,1,1,33.62,37.12,41,0.0,166,9,0,8,0
3,0,1,1,35.26,37.88,36,11.0014,97,10,0,8,0
3,0,1,1,36.08,38.635,32,11.0014,119,11,0,8,0
3,0,1,1,36.9,40.15,33,16.9979,168,12,0,8,0
3,0,1,1,36.9,40.15,31,19.9995,150,13,0,8,0
3,0,1,1,37.72,40.91,29,12.998,123,14,0,8,0
3,0,1,1,36.9,39.395,27,0.0,129,15,0,8,0
3,0,1,1,36.9,39.395,27,0.0,231,16,0,8,0
3,0,1,1,31.16,34.09,45,19.9995,514,17,0,8,0
3,0,1,1,31.98,34.85,43,12.998,543,18,0,8,0
3,0,1,1,30.34,33.335,51,15.0013,413,19,0,8,0
3,0,1,1,29.52,34.09,62,15.0013,305,20,0,8,0
3,0,1,1,28.7,32.575,70,16.9979,220,21,0,8,0
3,0,1,1,28.7,32.575,70,6.0032,137,22,0,8,0
3,0,1,1,27.88,31.82,74,12.998,96,23,0,8,0
3,0,1,1,27.06,31.06,74,0.0,29,0,1,8,0
3,0,1,1,27.06,31.06,74,7.0015,12,1,1,8,0
3,0,1,1,27.88,31.82,69,0.0,8,2,1,8,0
3,0,1,1,27.06,31.06,74,12.998,5,3,1,8,0
3,0,1,1,27.06,31.06,74,7.0015,10,4,1,8,0
3,0,1,1,27.06,31.06,74,8.9981,21,5,1,8,0
3,0,1,1,27.88,31.82,69,7.0015,117,6,1,8,0
3,0,1,1,29.52,33.335,61,19.0012,335,7,1,8,0
3,0,1,1,30.34,34.09,58,19.0012,435,8,1,8,0
3,0,1,1,31.98,34.85,46,19.9995,213,9,1,8,0
3,0,1,1,33.62,36.365,36,19.9995,140,10,1,8,0
3,0,1,1,34.44,36.365,32,27.9993,128,11,1,8,0
3,0,1,1,35.26,37.12,30,19.0012,157,12,1,8,0
3,0,1,1,35.26,37.12,30,15.0013,203,13,1,8,0
3,0,1,1,36.9,38.635,25,19.0012,159,14,1,8,0
3,0,1,1,36.9,38.635,25,19.0012,168,15,1,8,0
3,0,1,1,36.9,38.635,25,19.0012,274,16,1,8,0
3,0,1,2,36.9,39.395,27,8.9981,556,17,1,8,0
3,0,1,2,35.26,37.88,34,12.998,556,18,1,8,0
3,0,1,2,35.26,37.88,36,15.0013,454,19,1,8,0
3,0,1,2,33.62,37.88,46,16.9979,288,20,1,8,0
3,0,1,1,32.8,37.12,52,15.0013,254,21,1,8,0
3,0,1,2,31.98,37.12,59,11.0014,191,22,1,8,0
3,0,1,2,32.8,37.12,49,11.0014,132,23,1,8,0
3,0,1,2,32.8,37.12,49,11.0014,43,0,2,8,0
3,0,1,2,31.98,35.605,52,11.0014,16,1,2,8,0
3,0,1,2,31.98,35.605,49,11.0014,11,2,2,8,0
3,0,1,2,31.16,34.85,55,6.0032,4,3,2,8,0
3,0,1,2,31.16,34.85,52,11.0014,7,4,2,8,0
3,0,1,2,31.16,34.85,55,6.0032,24,5,2,8,0
3,0,1,3,29.52,34.09,66,32.9975,110,6,2,8,0
3,0,1,2,30.34,33.335,51,15.0013,271,7,2,8,0
3,0,1,2,30.34,33.335,51,11.0014,437,8,2,8,0
3,0,1,2,30.34,34.09,55,12.998,195,9,2,8,0
3,0,1,3,30.34,34.09,58,6.0032,68,10,2,8,0
3,0,1,2,30.34,34.09,58,7.0015,122,11,2,8,0
3,0,1,3,31.16,34.85,55,8.9981,161,12,2,8,0
3,0,1,2,31.16,35.605,58,15.0013,144,13,2,8,0
3,0,1,2,31.16,35.605,58,15.0013,147,14,2,8,0
3,0,1,2,28.7,33.335,79,8.9981,118,15,2,8,0
3,0,1,3,27.88,31.82,79,0.0,150,16,2,8,0
3,0,1,2,28.7,33.335,79,0.0,425,17,2,8,0
3,0,1,3,28.7,33.335,84,0.0,492,18,2,8,0
3,0,1,3,28.7,33.335,84,0.0,321,19,2,8,0
3,0,1,3,28.7,33.335,84,7.0015,87,20,2,8,0
3,0,1,2,27.88,31.82,89,8.9981,88,21,2,8,0
3,0,1,3,27.88,31.82,89,7.0015,77,22,2,8,0
3,0,1,2,27.88,31.82,89,6.0032,56,23,2,8,0
3,0,1,2,27.88,31.82,89,6.0032,17,0,3,8,0
3,0,1,2,27.06,29.545,94,6.0032,17,1,3,8,0
3,0,1,2,27.06,29.545,94,6.0032,7,2,3,8,0
3,0,1,3,27.06,29.545,94,6.0032,3,3,3,8,0
3,0,1,2,27.88,31.82,89,0.0,7,4,3,8,0
3,0,1,2,27.88,31.82,89,0.0,20,5,3,8,0
3,0,1,2,27.88,31.82,89,19.9995,97,6,3,8,0
3,0,1,2,27.88,31.82,89,19.9995,282,7,3,8,0
3,0,1,2,28.7,32.575,82,23.9994,398,8,3,8,0
3,0,1,1,29.52,34.85,74,22.0028,187,9,3,8,0
3,0,1,1,29.52,33.335,71,19.9995,113,10,3,8,0
3,0,1,2,30.34,34.85,66,15.0013,149,11,3,8,0
3,0,1,2,31.16,35.605,62,15.0013,205,12,3,8,0
3,0,1,1,31.16,35.605,58,0.0,205,13,3,8,0
3,0,1,1,32.8,37.88,55,11.0014,167,14,3,8,0
3,0,1,1,32.8,37.88,55,16.9979,165,15,3,8,0
3,0,1,1,31.16,35.605,62,22.0028,290,16,3,8,0
3,0,1,1,31.16,35.605,62,22.0028,555,17,3,8,0
3,0,1,1,28.7,33.335,74,19.9995,523,18,3,8,0
3,0,1,1,28.7,33.335,74,19.0012,366,19,3,8,0
3,0,1,2,28.7,33.335,74,12.998,286,20,3,8,0
3,0,1,2,28.7,33.335,74,12.998,211,21,3,8,0
3,0,1,1,27.88,31.82,74,12.998,174,22,3,8,0
3,0,1,1,27.06,31.06,74,7.0015,132,23,3,8,0
3,0,1,1,27.06,31.06,74,7.0015,54,0,4,8,0
3,0,1,1,26.24,29.545,78,6.0032,19,1,4,8,0
3,0,1,1,27.06,31.06,69,0.0,19,2,4,8,0
3,0,1,1,26.24,29.545,78,6.0032,6,3,4,8,0
3,0,1,1,26.24,29.545,78,8.9981,7,4,4,8,0
3,0,1,1,26.24,29.545,78,6.0032,16,5,4,8,0
3,0,1,1,26.24,29.545,78,8.9981,101,6,4,8,0
3,0,1,1,27.06,30.305,78,8.9981,270,7,4,8,0
3,0,1,1,28.7,32.575,65,15.0013,454,8,4,8,0
3,0,1,1,29.52,33.335,58,7.0015,226,9,4,8,0
3,0,1,1,30.34,34.09,55,8.9981,163,10,4,8,0
3,0,1,2,31.16,34.85,52,16.9979,147,11,4,8,0
3,0,1,1,31.16,34.85,52,16.9979,216,12,4,8,0
3,0,1,1,31.98,35.605,52,16.9979,204,13,4,8,0
3,0,1,2,31.98,35.605,52,16.9979,245,14,4,8,0
3,0,1,1,31.16,34.85,55,16.9979,210,15,4,8,0
3,0,1,1,32.8,37.12,49,16.9979,330,16,4,8,0
3,0,1,1,31.98,35.605,49,19.9995,550,17,4,8,0
3,0,1,1,31.16,34.85,52,16.9979,466,18,4,8,0
3,0,1,1,30.34,34.09,55,16.9979,372,19,4,8,0
3,0,1,1,29.52,33.335,58,15.0013,291,20,4,8,0
3,0,1,1,28.7,32.575,65,12.998,173,21,4,8,0
3,0,1,1,28.7,32.575,65,15.0013,188,22,4,8,0
3,0,1,1,27.88,31.82,69,15.0013,139,23,4,8,0
3,0,0,1,27.06,30.305,78,12.998,133,0,5,8,0
3,0,0,1,27.06,30.305,78,11.0014,67,1,5,8,0
3,0,0,1,27.06,30.305,78,15.0013,53,2,5,8,0
3,0,0,2,27.06,30.305,78,11.0014,42,3,5,8,0
3,0,0,2,27.06,30.305,83,11.0014,10,4,5,8,0
3,0,0,1,26.24,28.79,89,6.0032,6,5,5,8,0
3,0,0,1,26.24,28.79,89,7.0015,27,6,5,8,0
3,0,0,1,27.88,31.82,83,11.0014,63,7,5,8,0
3,0,0,1,27.88,31.82,83,11.0014,121,8,5,8,0
3,0,0,1,30.34,34.85,70,15.0013,215,9,5,8,0
3,0,0,2,30.34,34.85,70,19.0012,290,10,5,8,0
3,0,0,1,31.98,37.12,62,15.0013,349,11,5,8,0
3,0,0,1,32.8,37.88,55,15.0013,382,12,5,8,0
3,0,0,2,32.8,38.635,59,22.0028,441,13,5,8,0
3,0,0,1,33.62,38.635,52,16.9979,380,14,5,8,0
3,0,0,2,34.44,40.15,53,16.9979,362,15,5,8,0
3,0,0,3,30.34,35.605,79,11.0014,343,16,5,8,0
3,0,0,3,30.34,35.605,79,11.0014,149,17,5,8,0
3,0,0,2,29.52,34.85,79,30.0026,211,18,5,8,0
3,0,0,3,29.52,35.605,84,16.9979,171,19,5,8,0
3,0,0,3,29.52,34.85,79,19.0012,137,20,5,8,0
3,0,0,2,28.7,33.335,84,22.0028,114,21,5,8,0
3,0,0,2,28.7,33.335,84,22.0028,120,22,5,8,0
3,0,0,3,28.7,33.335,84,19.0012,108,23,5,8,0
3,0,0,2,28.7,33.335,84,19.0012,80,0,6,8,0
3,0,0,2,28.7,33.335,84,16.9979,73,1,6,8,0
3,0,0,2,28.7,33.335,84,15.0013,66,2,6,8,0
3,0,0,2,28.7,33.335,84,8.9981,32,3,6,8,0
3,0,0,1,28.7,33.335,84,8.9981,6,4,6,8,0
3,0,0,1,28.7,33.335,89,12.998,5,5,6,8,0
3,0,0,1,28.7,33.335,89,11.0014,13,6,6,8,0
3,0,0,1,28.7,33.335,84,12.998,39,7,6,8,0
3,0,0,1,29.52,34.85,79,12.998,89,8,6,8,0
3,0,0,1,31.16,37.12,75,7.0015,184,9,6,8,0
3,0,0,1,32.8,40.15,66,8.9981,266,10,6,8,0
3,0,0,1,33.62,41.665,63,0.0,269,11,6,8,0
3,0,0,1,36.9,42.425,42,19.9995,370,12,6,8,0
3,0,0,1,36.9,42.425,42,19.9995,324,13,6,8,0
3,0,0,1,35.26,40.15,47,12.998,322,14,6,8,0
3,0,0,3,29.52,34.85,74,19.9995,326,15,6,8,0
3,0,0,3,29.52,34.85,74,19.9995,193,16,6,8,0
3,0,0,3,30.34,35.605,74,43.0006,194,17,6,8,0
3,0,0,1,29.52,34.85,74,6.0032,229,18,6,8,0
3,0,0,1,29.52,34.85,79,11.0014,228,19,6,8,0
3,0,0,1,29.52,35.605,84,8.9981,183,20,6,8,0
3,0,0,1,29.52,35.605,84,7.0015,136,21,6,8,0
3,0,0,1,28.7,33.335,89,12.998,103,22,6,8,0
3,0,0,1,28.7,33.335,79,7.0015,55,23,6,8,0
3,0,1,1,28.7,33.335,79,7.0015,30,0,0,8,0
3,0,1,1,27.88,31.82,83,8.9981,12,1,0,8,0
3,0,1,1,27.06,29.545,89,0.0,7,2,0,8,0
3,0,1,1,27.06,29.545,89,0.0,1,3,0,8,0
3,0,1,1,27.06,29.545,89,7.0015,10,4,0,8,0
3,0,1,1,28.7,33.335,79,6.0032,15,5,0,8,0
3,0,1,1,28.7,32.575,65,19.0012,95,6,0,8,0
3,0,1,1,29.52,34.09,62,19.9995,267,7,0,8,0
3,0,1,1,30.34,34.09,58,22.0028,349,8,0,8,0
3,0,1,1,31.16,34.85,55,26.0027,183,9,0,8,0
3,0,1,1,32.8,37.12,52,26.0027,124,10,0,8,0
3,0,1,1,33.62,37.12,48,23.9994,179,11,0,8,0
3,0,1,1,33.62,37.88,46,16.9979,182,12,0,8,0
3,0,1,1,34.44,37.88,44,19.9995,151,13,0,8,0
3,0,1,1,33.62,37.12,43,19.9995,150,14,0,8,0
3,0,1,1,34.44,37.88,41,19.9995,126,15,0,8,0
3,0,1,1,35.26,38.635,39,19.0012,282,16,0,8,0
3,0,1,1,35.26,38.635,39,11.0014,527,17,0,8,0
3,0,1,1,34.44,37.88,41,8.9981,529,18,0,8,0
3,0,1,1,33.62,37.12,43,7.0015,416,19,0,8,0
3,0,1,1,32.8,37.88,55,0.0,286,20,0,8,0
3,0,1,1,31.16,35.605,58,6.0032,186,21,0,8,0
3,0,1,1,31.16,35.605,58,7.0015,147,22,0,8,0
3,0,1,1,30.34,34.85,66,7.0015,72,23,0,8,0
3,0,1,1,29.52,34.85,79,8.9981,35,0,1,8,0
3,0,1,1,29.52,34.09,66,0.0,14,1,1,8,0
3,0,1,1,29.52,34.09,70,0.0,12,2,1,8,0
3,0,1,1,29.52,34.09,62,0.0,3,3,1,8,0
3,0,1,1,28.7,33.335,74,0.0,7,4,1,8,0
3,0,1,1,28.7,32.575,65,6.0032,30,5,1,8,0
3,0,1,1,29.52,33.335,64,0.0,101,6,1,8,0
3,0,1,1,29.52,34.85,74,7.0015,343,7,1,8,0
3,0,1,1,30.34,34.85,66,0.0,392,8,1,8,0
3,0,1,2,31.98,37.12,62,8.9981,175,9,1,8,0
3,0,1,2,32.8,38.635,59,15.0013,144,10,1,8,0
3,0,1,1,32.8,38.635,59,15.0013,149,11,1,8,0
3,0,1,1,33.62,39.395,56,12.998,185,12,1,8,0
3,0,1,1,34.44,39.395,49,11.0014,175,13,1,8,0
3,0,1,1,35.26,39.395,44,19.0012,148,14,1,8,0
3,0,1,1,35.26,38.635,39,19.0012,164,15,1,8,0
3,0,1,1,35.26,38.635,39,19.9995,285,16,1,8,0
3,0,1,1,32.8,37.88,55,11.0014,532,17,1,8,0
3,0,1,1,32.8,37.88,55,12.998,585,18,1,8,0
3,0,1,1,32.8,37.12,49,7.0015,371,19,1,8,0
3,0,1,1,32.8,36.365,43,12.998,292,20,1,8,0
3,0,1,1,31.98,34.85,46,16.9979,230,21,1,8,0
3,0,1,1,31.98,34.85,46,19.9995,155,22,1,8,0
3,0,1,1,31.16,34.09,48,19.0012,75,23,1,8,0
3,0,1,1,30.34,33.335,51,15.0013,37,0,2,8,0
3,0,1,1,29.52,33.335,54,12.998,17,1,2,8,0
3,0,1,1,29.52,33.335,54,11.0014,11,2,2,8,0
3,0,1,1,28.7,32.575,58,11.0014,4,3,2,8,0
3,0,1,1,28.7,32.575,54,8.9981,5,4,2,8,0
3,0,1,1,27.88,31.82,61,6.0032,32,5,2,8,0
3,0,1,1,27.88,31.82,61,0.0,119,6,2,8,0
3,0,1,1,28.7,32.575,58,6.0032,305,7,2,8,0
3,0,1,1,30.34,33.335,51,12.998,399,8,2,8,0
3,0,1,1,31.16,34.09,48,15.0013,180,9,2,8,0
3,0,1,1,32.8,36.365,43,15.0013,113,10,2,8,0
3,0,1,1,32.8,35.605,41,26.0027,149,11,2,8,0
3,0,1,1,33.62,36.365,38,19.9995,240,12,2,8,0
3,0,1,1,33.62,36.365,38,19.0012,191,13,2,8,0
3,0,1,1,34.44,36.365,34,22.0028,178,14,2,8,0
3,0,1,1,35.26,37.12,30,22.0028,194,15,2,8,0
3,0,1,1,35.26,37.12,26,19.9995,282,16,2,8,0
3,0,1,1,34.44,35.605,26,19.9995,584,17,2,8,0
3,0,1,1,33.62,35.605,28,19.9995,559,18,2,8,0
3,0,1,1,32.8,34.85,26,16.9979,413,19,2,8,0
3,0,1,1,31.16,33.335,31,8.9981,312,20,2,8,0
3,0,1,1,31.16,33.335,33,7.0015,209,21,2,8,0
3,0,1,1,30.34,32.575,37,0.0,139,22,2,8,0
3,0,1,1,30.34,32.575,37,6.0032,108,23,2,8,0
3,0,1,1,28.7,31.82,45,7.0015,46,0,3,8,0
3,0,1,1,28.7,31.82,45,8.9981,26,1,3,8,0
3,0,1,1,27.06,31.06,54,8.9981,11,2,3,8,0
3,0,1,1,26.24,31.06,57,8.9981,9,3,3,8,0
3,0,1,1,26.24,31.06,57,11.0014,5,4,3,8,0
3,0,1,1,26.24,31.06,61,12.998,25,5,3,8,0
3,0,1,1,25.42,30.305,65,11.0014,106,6,3,8,0
3,0,1,1,27.06,31.06,54,8.9981,307,7,3,8,0
3,0,1,1,28.7,31.82,45,11.0014,390,8,3,8,0
3,0,1,1,29.52,32.575,39,15.0013,197,9,3,8,0
3,0,1,1,30.34,32.575,37,16.9979,132,10,3,8,0
3,0,1,1,31.16,33.335,35,16.9979,187,11,3,8,0
3,0,1,1,31.98,34.09,31,16.9979,214,12,3,8,0
3,0,1,1,31.16,33.335,31,15.0013,217,13,3,8,0
3,0,1,1,32.8,34.85,29,0.0,142,14,3,8,0
3,0,1,1,32.8,34.85,29,19.9995,178,15,3,8,0
3,0,1,1,32.8,34.85,27,12.998,298,16,3,8,0
3,0,1,1,32.8,34.85,29,16.9979,582,17,3,8,0
3,0,1,1,31.98,34.09,29,6.0032,571,18,3,8,0
3,0,1,1,30.34,32.575,35,12.998,371,19,3,8,0
3,0,1,1,29.52,32.575,37,8.9981,288,20,3,8,0
3,0,1,1,28.7,32.575,48,6.0032,206,21,3,8,0
3,0,1,1,28.7,32.575,48,0.0,157,22,3,8,0
3,0,1,1,27.06,31.06,50,11.0014,127,23,3,8,0
3,0,1,1,26.24,31.06,53,11.0014,65,0,4,8,0
3,0,1,1,26.24,31.06,53,8.9981,23,1,4,8,0
3,0,1,1,25.42,31.06,57,12.998,15,2,4,8,0
3,0,1,1,25.42,31.06,53,11.0014,9,3,4,8,0
3,0,1,1,25.42,31.06,53,8.9981,5,4,4,8,0
3,0,1,1,24.6,31.06,56,8.9981,26,5,4,8,0
3,0,1,1,25.42,31.06,50,8.9981,76,6,4,8,0
3,0,1,1,26.24,31.06,44,11.0014,264,7,4,8,0
3,0,1,1,27.88,31.82,39,15.0013,426,8,4,8,0
3,0,1,1,29.52,32.575,34,8.9981,205,9,4,8,0
3,0,1,1,30.34,32.575,33,7.0015,130,10,4,8,0
3,0,1,1,31.16,33.335,29,0.0,156,11,4,8,0
3,0,1,1,32.8,34.85,27,0.0,222,12,4,8,0
3,0,1,1,31.98,34.09,29,6.0032,253,13,4,8,0
3,0,1,1,32.8,34.85,29,12.998,186,14,4,8,0
3,0,1,1,32.8,34.85,29,11.0014,249,15,4,8,0
3,0,1,1,33.62,35.605,28,0.0,334,16,4,8,0
3,0,1,1,33.62,35.605,26,0.0,516,17,4,8,0
3,0,1,1,31.16,34.09,40,19.9995,465,18,4,8,0
3,0,1,1,30.34,33.335,42,15.0013,385,19,4,8,0
3,0,1,1,29.52,32.575,42,15.0013,287,20,4,8,0
3,0,1,1,28.7,32.575,48,8.9981,226,21,4,8,0
3,0,1,1,27.88,31.82,51,0.0,231,22,4,8,0
3,0,1,1,27.88,31.82,51,0.0,151,23,4,8,0
3,0,0,1,27.88,31.82,51,7.0015,84,0,5,8,0
3,0,0,2,27.88,31.82,57,6.0032,77,1,5,8,0
3,0,0,1,27.88,31.82,57,0.0,74,2,5,8,0
3,0,0,1,27.06,31.06,65,8.9981,27,3,5,8,0
3,0,0,2,26.24,30.305,73,8.9981,10,4,5,8,0
3,0,0,1,26.24,30.305,73,7.0015,18,5,5,8,0
3,0,0,1,26.24,30.305,73,6.0032,22,6,5,8,0
3,0,0,2,27.06,31.06,74,12.998,44,7,5,8,0
3,0,0,2,28.7,32.575,65,11.0014,118,8,5,8,0
3,0,0,2,28.7,33.335,74,11.0014,208,9,5,8,0
3,0,0,2,29.52,34.85,74,15.0013,260,10,5,8,0
3,0,0,2,30.34,34.85,70,12.998,314,11,5,8,0
3,0,0,2,27.06,29.545,89,11.0014,421,12,5,8,0
3,0,0,2,30.34,35.605,74,22.0028,153,13,5,8,0
3,0,0,1,30.34,34.85,70,16.9979,259,14,5,8,0
3,0,0,3,27.88,31.82,79,23.9994,358,15,5,8,0
3,0,0,2,28.7,33.335,74,19.0012,281,16,5,8,0
3,0,0,2,29.52,34.85,74,16.9979,269,17,5,8,0
3,0,0,1,28.7,33.335,74,15.0013,292,18,5,8,0
3,0,0,2,27.88,31.82,79,19.0012,237,19,5,8,0
3,0,0,2,27.88,31.82,83,15.0013,183,20,5,8,0
3,0,0,2,27.88,31.82,83,26.0027,167,21,5,8,0
3,0,0,2,27.88,31.82,83,26.0027,154,22,5,8,0
3,0,0,2,27.06,30.305,83,22.0028,120,23,5,8,0
3,0,0,3,27.06,30.305,83,19.9995,90,0,6,8,0
3,0,0,3,26.24,28.79,89,15.0013,73,1,6,8,0
3,0,0,3,26.24,28.79,89,15.0013,62,2,6,8,0
3,0,0,2,26.24,28.03,94,16.9979,27,3,6,8,0
3,0,0,3,26.24,28.03,94,12.998,3,4,6,8,0
3,0,0,2,26.24,28.03,94,11.0014,10,5,6,8,0
3,0,0,2,26.24,28.03,94,7.0015,6,6,6,8,0
3,0,0,2,27.06,29.545,89,12.998,24,7,6,8,0
3,0,0,2,27.06,29.545,89,19.0012,41,8,6,8,0
3,0,0,3,27.06,29.545,89,19.0012,103,9,6,8,0
3,0,0,1,28.7,33.335,79,15.0013,183,10,6,8,0
3,0,0,1,28.7,33.335,79,12.998,198,11,6,8,0
3,0,0,2,28.7,33.335,79,15.0013,281,12,6,8,0
3,0,0,1,29.52,34.85,74,16.9979,377,13,6,8,0
3,0,0,1,30.34,34.85,70,12.998,370,14,6,8,0
3,0,0,1,30.34,34.85,66,12.998,331,15,6,8,0
3,0,0,1,30.34,34.85,66,11.0014,292,16,6,8,0
3,0,0,1,31.16,35.605,62,8.9981,329,17,6,8,0
3,0,0,1,30.34,34.85,66,11.0014,347,18,6,8,0
3,0,0,1,29.52,34.85,74,15.0013,259,19,6,8,0
3,0,0,1,28.7,33.335,84,11.0014,193,20,6,8,0
3,0,0,3,24.6,27.275,88,32.9975,155,21,6,8,0
3,0,0,3,24.6,27.275,88,32.9975,39,22,6,8,0
3,0,0,3,24.6,28.03,83,0.0,27,23,6,8,0
3,0,1,3,24.6,27.275,88,6.0032,25,0,0,8,0
3,0,1,2,24.6,27.275,88,8.9981,10,1,0,8,0
3,0,1,2,24.6,28.03,83,0.0,3,2,0,8,0
3,0,1,1,24.6,28.03,83,12.998,7,3,0,8,0
3,0,1,1,24.6,28.03,83,8.9981,5,4,0,8,0
3,0,1,2,24.6,27.275,88,12.998,17,5,0,8,0
3,0,1,1,24.6,27.275,88,16.9979,90,6,0,8,0
3,0,1,1,24.6,27.275,88,16.9979,258,7,0,8,0
3,0,1,1,26.24,29.545,78,22.0028,355,8,0,8,0
3,0,1,1,26.24,29.545,78,22.0028,222,9,0,8,0
3,0,1,1,27.88,31.82,69,19.0012,141,10,0,8,0
3,0,1,2,29.52,34.09,62,16.9979,153,11,0,8,0
3,0,1,1,30.34,34.09,58,19.0012,178,12,0,8,0
3,0,1,1,31.98,35.605,52,19.0012,193,13,0,8,0
3,0,1,1,30.34,34.09,55,6.0032,151,14,0,8,0
3,0,1,3,30.34,34.09,55,19.9995,182,15,0,8,0
3,0,1,1,30.34,34.09,55,22.0028,283,16,0,8,0
3,0,1,1,30.34,33.335,51,19.0012,530,17,0,8,0
3,0,1,1,28.7,32.575,65,12.998,483,18,0,8,0
3,0,1,1,28.7,32.575,65,0.0,397,19,0,8,0
3,0,1,1,27.06,31.06,74,8.9981,285,20,0,8,0
3,0,1,1,27.06,31.06,65,12.998,184,21,0,8,0
3,0,1,1,27.06,31.06,69,16.9979,98,22,0,8,0
3,0,1,1,26.24,30.305,69,15.0013,88,23,0,8,0
3,0,1,1,26.24,30.305,69,7.0015,31,0,1,8,0
3,0,1,1,26.24,30.305,69,11.0014,16,1,1,8,0
3,0,1,1,25.42,29.545,73,15.0013,4,2,1,8,0
3,0,1,1,25.42,29.545,73,15.0013,6,3,1,8,0
3,0,1,1,26.24,30.305,69,19.9995,5,4,1,8,0
3,0,1,1,25.42,29.545,73,19.0012,30,5,1,8,0
3,0,1,1,25.42,29.545,73,22.0028,119,6,1,8,0
3,0,1,1,26.24,30.305,69,16.9979,346,7,1,8,0
3,0,1,1,28.7,32.575,58,30.0026,441,8,1,8,0
3,0,1,1,27.88,31.82,61,19.0012,198,9,1,8,0
3,0,1,1,28.7,32.575,58,26.0027,111,10,1,8,0
3,0,1,1,30.34,33.335,51,15.0013,150,11,1,8,0
3,0,1,1,31.16,34.09,48,22.0028,162,12,1,8,0
3,0,1,1,31.16,34.09,48,19.9995,192,13,1,8,0
3,0,1,1,31.16,34.09,45,27.9993,182,14,1,8,0
3,0,1,1,32.8,35.605,41,19.9995,159,15,1,8,0
3,0,1,1,32.8,35.605,41,15.0013,303,16,1,8,0
3,0,1,1,31.16,34.09,45,22.0028,600,17,1,8,0
3,0,1,1,31.16,34.09,45,15.0013,570,18,1,8,0
3,0,1,1,30.34,33.335,48,12.998,376,19,1,8,0
3,0,1,1,30.34,33.335,51,0.0,280,20,1,8,0
3,0,1,1,29.52,33.335,54,0.0,215,21,1,8,0
3,0,1,1,28.7,32.575,61,0.0,152,22,1,8,0
3,0,1,1,27.06,31.06,65,8.9981,77,23,1,8,0
3,0,1,1,27.06,31.06,69,6.0032,24,0,2,8,0
3,0,1,1,26.24,30.305,73,11.0014,14,1,2,8,0
3,0,1,1,27.06,31.06,69,0.0,6,2,2,8,0
3,0,1,1,26.24,29.545,78,0.0,5,3,2,8,0
3,0,1,1,26.24,30.305,73,0.0,5,4,2,8,0
3,0,1,1,26.24,30.305,73,0.0,28,5,2,8,0
3,0,1,1,25.42,29.545,78,0.0,105,6,2,8,0
3,0,1,1,27.06,31.06,65,6.0032,308,7,2,8,0
3,0,1,1,28.7,32.575,54,11.0014,487,8,2,8,0
3,0,1,1,30.34,33.335,48,6.0032,209,9,2,8,0
3,0,1,1,31.16,34.09,43,6.0032,118,10,2,8,0
3,0,1,1,31.98,34.85,43,7.0015,128,11,2,8,0
3,0,1,1,32.8,36.365,43,19.0012,189,12,2,8,0
3,0,1,1,32.8,35.605,41,12.998,176,13,2,8,0
3,0,1,1,33.62,36.365,36,11.0014,192,14,2,8,0
3,0,1,1,32.8,36.365,43,8.9981,159,15,2,8,0
3,0,1,1,33.62,37.12,43,15.0013,300,16,2,8,0
3,0,1,1,32.8,37.12,49,15.0013,552,17,2,8,0
3,0,1,1,31.16,34.85,55,16.9979,556,18,2,8,0
3,0,1,1,31.16,34.85,55,15.0013,347,19,2,8,0
3,0,1,1,30.34,34.09,58,16.9979,280,20,2,8,0
3,0,1,1,29.52,34.09,62,15.0013,230,21,2,8,0
3,0,1,1,28.7,32.575,65,12.998,171,22,2,8,0
3,0,1,1,28.7,32.575,65,19.0012,105,23,2,8,0
3,0,1,1,27.88,31.82,65,8.9981,56,0,3,8,0
3,0,1,2,27.06,31.06,65,11.0014,24,1,3,8,0
3,0,1,1,27.06,31.06,65,15.0013,6,2,3,8,0
3,0,1,1,27.06,31.06,69,19.0012,6,3,3,8,0
3,0,1,1,26.24,30.305,73,15.0013,9,4,3,8,0
3,0,1,1,26.24,29.545,78,19.0012,27,5,3,8,0
3,0,1,2,26.24,29.545,78,16.9979,103,6,3,8,0
3,0,1,1,26.24,29.545,78,19.9995,308,7,3,8,0
3,0,1,1,27.06,31.06,74,19.0012,420,8,3,8,0
3,0,1,1,29.52,34.09,66,16.9979,228,9,3,8,0
3,0,1,1,30.34,34.85,66,16.9979,129,10,3,8,0
3,0,1,1,31.16,35.605,58,16.9979,141,11,3,8,0
3,0,1,1,32.8,37.12,52,19.0012,173,12,3,8,0
3,0,1,1,32.8,37.12,52,23.9994,187,13,3,8,0
3,0,1,1,33.62,37.88,46,22.0028,182,14,3,8,0
3,0,1,1,32.8,36.365,46,23.9994,174,15,3,8,0
3,0,1,1,32.8,36.365,46,23.9994,245,16,3,8,0
3,0,1,3,32.8,36.365,46,19.9995,409,17,3,8,0
3,0,1,3,31.16,34.85,55,16.9979,274,18,3,8,0
3,0,1,1,27.06,30.305,83,7.0015,141,19,3,8,0
3,0,1,1,27.06,30.305,83,7.0015,165,20,3,8,0
3,0,1,2,27.88,31.82,79,0.0,149,21,3,8,0
3,0,1,2,28.7,33.335,74,7.0015,135,22,3,8,0
3,0,1,2,28.7,33.335,74,8.9981,114,23,3,8,0
3,0,1,3,27.88,31.82,69,12.998,62,0,4,8,0
3,0,1,3,26.24,28.79,89,0.0,20,1,4,8,0
